Hãng xe,Dòng xe,Đời xe,Phiên bản,Màu xe,Công tơ mét (km),Nhập khẩu,Tình trạng,Giá (VNĐ)
Mazda,BT-50,2026,MT,Bạc,9271,Trong nước,Mới,1241000000
Honda,Jazz,2015,S,Trắng,59792,Nhập khẩu,Tốt,456000000
Ford,Mustang,2018,LUX,Xanh,78913,Trong nước,Trung bình,1908000000
Toyota,Yaris,2026,LUX,Trắng,8964,Trong nước,Mới,595000000
Mazda,CX-30,2015,MT,Đỏ,72508,Nhập khẩu,Tốt,554000000
Honda,CR-V,2019,L,Đen,21211,Nhập khẩu,Tốt,840000000
Nissan,Kicks,2012,MT,Trắng,119416,Nhập khẩu Mỹ,Trung bình,239000000
Toyota,Innova,2013,V,Xanh,171106,Trong nước,Trung bình,303000000
Toyota,Vios,2019,G,Bạc,20597,Trong nước,Tốt,362000000
Mazda,MX-5,2019,AT,Đen,40456,Trong nước,Trung bình,1073000000
Mazda,Mazda6,2022,AT,Đen,9194,Trong nước,Rất tốt,1076000000
Mitsubishi,Outlander,2018,S,Đỏ,68373,Nhập khẩu Mỹ,Trung bình,911000000
Mercedes-Benz,GLE,2019,AT,Đen,63594,Nhập khẩu Nhật,Tốt,3293000000
Hyundai,Accent,2024,AT,Xanh,1062,Trong nước,Mới,551000000
Nissan,X-Trail,2019,LUX,Đen,94640,Nhập khẩu,Tốt,529000000
Toyota,Land Cruiser Prado,2014,S,Trắng,30980,Trong nước,Rất tốt,2524000000
Toyota,Raize,2021,LUX,Trắng,46704,Trong nước,Tốt,321000000
Toyota,Corolla Cross,2018,MT,Đen,38203,Nhập khẩu Mỹ,Trung bình,541000000
Toyota,Veloz,2023,LUX,Đỏ,10570,Trong nước,Rất tốt,566000000
Honda,City,2019,MT,Trắng,21545,Trong nước,Tốt,340000000
Mazda,Mazda3,2015,MT,Nâu,30090,Nhập khẩu Úc,Rất tốt,576000000
Suzuki,Vitara,2019,S,Xám,56206,Trong nước,Tốt,374000000
Mazda,MX-5,2016,MT,Trắng,63970,Nhập khẩu Nhật,Trung bình,1121000000
Ford,Everest,2025,LUX,Xám,911,Trong nước,Mới,1372000000
Kia,Carnival,2014,LUX,Trắng,26576,Trong nước,Tốt,703000000
Kia,Sorento,2020,S,Xám,11726,Nhập khẩu,Tốt,1245000000
Honda,Jazz,2022,S,Đỏ,24063,Nhập khẩu Nhật,Rất tốt,722000000
Kia,K5,2023,AT,Vàng,22421,Nhập khẩu,Rất tốt,794000000
Toyota,Fortuner,2020,MT,Vàng,11384,Nhập khẩu,Rất tốt,1537000000
Honda,CR-V,2018,L,Đen,46220,Trong nước,Trung bình,595000000
Mazda,BT-50,2012,MT,Đỏ,24866,Trong nước,Trung bình,529000000
Kia,Sorento,2014,S,Xám,148741,Trong nước,Trung bình,397000000
Chevrolet,Equinox,2013,AT,Đen,150703,Trong nước,Trung bình,469000000
Kia,K5,2014,AT,Đen,85895,Trong nước,Tốt,531000000
Kia,Sorento,2015,S,Bạc,163343,Nhập khẩu Nhật,Trung bình,447000000
Honda,Civic,2017,AT,Xanh,111762,Nhập khẩu Úc,Trung bình,407000000
Chevrolet,Colorado,2020,S,Đen,50558,Nhập khẩu,Trung bình,726000000
Suzuki,Ertiga,2023,AT,Đen,16806,Trong nước,Rất tốt,606000000
Mazda,CX-8,2018,S,Trắng,28884,Nhập khẩu Mỹ,Trung bình,881000000
Ford,Escape,2019,AT,Bạc,24334,Nhập khẩu Nhật,Tốt,794000000
Toyota,Innova,2023,G,Đen,10548,Nhập khẩu Mỹ,Rất tốt,990000000
BMW,X7,2021,MT,Bạc,32774,Trong nước,Trung bình,4061000000
Honda,Accord,2018,S,Bạc,22202,Trong nước,Tốt,752000000
Mazda,Mazda3,2015,MT,Đen,36459,Nhập khẩu Mỹ,Trung bình,416000000
Peugeot,3008,2016,MT,Đen,54717,Trong nước,Tốt,609000000
Kia,Seltos,2021,MT,Xanh,16102,Nhập khẩu Nhật,Tốt,682000000
Nissan,X-Trail,2013,LUX,Trắng,68856,Nhập khẩu Úc,Trung bình,480000000
Toyota,Corolla Cross,2026,S,Xám,17963,Nhập khẩu,Rất tốt,721000000
Ford,Explorer,2023,MT,Trắng,24301,Nhập khẩu Úc,Rất tốt,1506000000
Hyundai,Kona,2019,LUX,Bạc,56719,Nhập khẩu Mỹ,Trung bình,441000000
Honda,HR-V,2022,S,Xanh,17236,Nhập khẩu,Rất tốt,683000000
Mazda,Mazda3,2022,AT,Trắng,14370,Trong nước,Rất tốt,593000000
Honda,HR-V,2015,S,Trắng,31356,Nhập khẩu Mỹ,Tốt,615000000
Ford,Ranger,2017,MT,Trắng,143807,Nhập khẩu Úc,Trung bình,631000000
Honda,Jazz,2020,AT,Xanh,16571,Nhập khẩu,Tốt,557000000
Hyundai,Tucson,2015,S,Cam,25266,Trong nước,Tốt,443000000
Suzuki,Swift,2014,MT,Bạc,96249,Trong nước,Tốt,233000000
Toyota,Raize,2020,S,Xám,14441,Trong nước,Tốt,312000000
Toyota,Corolla Cross,2012,LUX,Đen,45577,Trong nước,Tốt,450000000
Nissan,Almera,2025,LUX,Ghi,200,Trong nước,Mới,369000000
Kia,EV6,2013,S,Đen,28108,Nhập khẩu Úc,Tốt,1953000000
Nissan,Navara,2019,MT,Trắng,22227,Nhập khẩu,Rất tốt,560000000
Toyota,Fortuner,2013,Legender,Trắng,23077,Nhập khẩu,Rất tốt,930000000
Hyundai,Kona,2021,MT,Đỏ,34587,Nhập khẩu Úc,Tốt,485000000
Honda,HR-V,2025,AT,Đỏ,12698,Nhập khẩu,Mới,586000000
Mitsubishi,Triton,2024,MT,Xanh,3271,Nhập khẩu Mỹ,Mới,1293000000
Suzuki,Vitara,2013,LUX,Bạc,134183,Trong nước,Trung bình,224000000
Mazda,MX-5,2013,MT,Bạc,33198,Nhập khẩu,Tốt,1236000000
Mazda,CX-30,2017,MT,Bạc,41649,Nhập khẩu,Rất tốt,602000000
Volvo,XC60,2013,LUX,Trắng,28986,Nhập khẩu Úc,Tốt,2663000000
Hyundai,Ioniq 5,2024,AT,Đỏ,6783,Trong nước,Mới,1555000000
Toyota,Vios,2022,AT,Đen,12623,Nhập khẩu,Rất tốt,479000000
Chevrolet,Captiva,2021,MT,Bạc,31851,Trong nước,Tốt,480000000
Toyota,Yaris,2016,S,Đen,98876,Trong nước,Trung bình,262000000
Toyota,Innova,2022,V,Bạc,16046,Nhập khẩu Úc,Rất tốt,917000000
Kia,Sorento,2026,AT,Đen,6915,Nhập khẩu Nhật,Mới,2149000000
Kia,Sportage,2014,S,Nâu,170547,Trong nước,Trung bình,386000000
Hyundai,Kona,2017,S,Bạc,39543,Trong nước,Rất tốt,273000000
Toyota,Innova,2018,E,Đỏ,31909,Nhập khẩu Nhật,Rất tốt,743000000
Kia,Cerato,2021,AT,Xám,39090,Trong nước,Tốt,451000000
Kia,Seltos,2013,AT,Xanh,71972,Trong nước,Tốt,341000000
Hyundai,Stargazer,2017,MT,Đỏ,30816,Nhập khẩu,Trung bình,521000000
Kia,Morning,2023,AT,Xám,11605,Nhập khẩu,Rất tốt,412000000
Honda,Jazz,2026,S,Xám,4415,Trong nước,Mới,626000000
Chevrolet,Spark,2012,LUX,Đen,49902,Trong nước,Trung bình,160000000
Nissan,Navara,2017,LUX,Trắng,30799,Nhập khẩu Nhật,Trung bình,705000000
Honda,CR-V,2020,L,Nâu,69402,Nhập khẩu Úc,Trung bình,703000000
Toyota,Corolla Altis,2019,LUX,Bạc,69599,Trong nước,Trung bình,485000000
Honda,Civic,2018,TYPE R,Cam,39948,Nhập khẩu,Rất tốt,672000000
Honda,City,2024,MT,Đen,7977,Nhập khẩu,Mới,571000000
Nissan,Navara,2013,S,Trắng,145167,Nhập khẩu Mỹ,Trung bình,437000000
Hyundai,Palisade,2017,AT,Đỏ,28051,Trong nước,Trung bình,1158000000
Mazda,CX-30,2020,MT,Đen,16628,Trong nước,Tốt,739000000
Mitsubishi,Outlander,2023,LUX,Xanh,15953,Nhập khẩu Mỹ,Rất tốt,1378000000
Toyota,Innova,2023,G,Xanh,27463,Nhập khẩu Nhật,Rất tốt,998000000
Lexus,RX,2020,S,Xanh,10849,Nhập khẩu,Tốt,4854000000
Toyota,Land Cruiser Prado,2016,MT,Bạc,247496,Nhập khẩu Mỹ,Trung bình,1480000000
Toyota,Vios,2020,G,Bạc,23956,Nhập khẩu,Trung bình,331000000
Nissan,Kicks,2020,MT,Nâu,20236,Trong nước,Tốt,425000000
Kia,Seltos,2024,AT,Trắng,2424,Nhập khẩu Nhật,Mới,1054000000
Hyundai,Palisade,2021,LUX,Bạc,14406,Nhập khẩu Úc,Trung bình,1725000000
Honda,City,2022,AT,Trắng,26954,Trong nước,Rất tốt,387000000
Mazda,Mazda3,2023,AT,Trắng,48544,Nhập khẩu Nhật,Tốt,528000000
Lexus,RX,2013,MT,Xanh,49360,Nhập khẩu Nhật,Tốt,3039000000
Hyundai,Accent,2016,SE,Vàng,187494,Nhập khẩu Úc,Trung bình,250000000
Suzuki,Swift,2014,S,Trắng,115486,Nhập khẩu,Trung bình,235000000
Toyota,Corolla Cross,2013,S,Nâu,56077,Nhập khẩu,Tốt,522000000
Mitsubishi,Attrage,2016,S,Xám,81651,Nhập khẩu,Trung bình,165000000
Hyundai,Creta,2017,S,Đen,51399,Trong nước,Trung bình,440000000
Volvo,S60,2013,MT,Cam,64994,Nhập khẩu Nhật,Trung bình,1452000000
Honda,Accord,2024,MT,Bạc,418,Trong nước,Mới,1282000000
Honda,City,2017,RS,Xám,85537,Trong nước,Trung bình,245000000
Kia,Seltos,2018,MT,Trắng,17062,Nhập khẩu,Tốt,431000000
Mazda,MX-5,2023,S,Xám,28782,Trong nước,Rất tốt,1674000000
Toyota,Land Cruiser Prado,2023,S,Bạc,29397,Nhập khẩu,Rất tốt,3600000000
Honda,Accord,2016,S,Nâu,34882,Nhập khẩu,Trung bình,723000000
Ford,Escape,2013,MT,Bạc,41508,Trong nước,Tốt,546000000
Mitsubishi,Attrage,2013,AT,Trắng,56104,Nhập khẩu,Tốt,197000000
Suzuki,Crossover,2018,MT,Xám,49503,Nhập khẩu Mỹ,Tốt,565000000
Hyundai,Accent,2014,AT,Nâu,38632,Nhập khẩu Nhật,Trung bình,397000000
Toyota,Raize,2025,LUX,Trắng,6283,Nhập khẩu Nhật,Mới,590000000
Chevrolet,Equinox,2018,MT,Đỏ,28433,Nhập khẩu Mỹ,Trung bình,708000000
Mitsubishi,Xforce,2022,MT,Bạc,5799,Nhập khẩu,Rất tốt,754000000
Audi,Q7,2020,LUX,Bạc,10058,Trong nước,Tốt,4030000000
Mitsubishi,Triton,2017,LUX,Cam,25865,Nhập khẩu,Trung bình,629000000
Audi,A6,2016,S,Trắng,106428,Nhập khẩu Nhật,Trung bình,1663000000
Kia,EV6,2016,MT,Vàng,199042,Nhập khẩu Mỹ,Trung bình,841000000
Toyota,Veloz,2022,MT,Đen,12795,Nhập khẩu,Rất tốt,577000000
Toyota,Corolla Altis,2014,S,Xanh,59536,Nhập khẩu,Rất tốt,439000000
Peugeot,3008,2014,S,Đen,28734,Nhập khẩu,Tốt,850000000
Ford,Territory,2018,MT,Xám,45430,Trong nước,Tốt,810000000
Mazda,Mazda3,2021,Premium,Trắng,13593,Nhập khẩu Úc,Rất tốt,748000000
Hyundai,Santa Fe,2020,S,Trắng,31728,Trong nước,Rất tốt,1502000000
Toyota,Hilux,2017,MT,Cam,168881,Nhập khẩu,Trung bình,354000000
Ford,Ranger,2020,LUX,Bạc,15008,Nhập khẩu Úc,Tốt,1165000000
Mitsubishi,Pajero Sport,2022,LUX,Đỏ,25248,Nhập khẩu,Rất tốt,1742000000
Lexus,RX,2018,S,Bạc,15903,Nhập khẩu Nhật,Trung bình,5896000000
Kia,Seltos,2026,Premium,Trắng,3295,Nhập khẩu Nhật,Mới,1016000000
Kia,Morning,2014,LUX,Nâu,26455,Nhập khẩu,Tốt,100000000
Toyota,Fortuner,2017,SR5,Vàng,43902,Nhập khẩu Nhật,Tốt,958000000
BMW,X7,2015,LUX,Bạc,30483,Trong nước,Trung bình,3266000000
Toyota,Hilux,2013,MT,Xanh,45701,Nhập khẩu Mỹ,Trung bình,316000000
Honda,Jazz,2014,MT,Bạc,49725,Nhập khẩu,Tốt,339000000
Honda,Jazz,2015,S,Bạc,39663,Nhập khẩu,Tốt,477000000
Toyota,Hilux,2020,S,Xanh,34585,Nhập khẩu Nhật,Tốt,671000000
Honda,Jazz,2025,LUX,Trắng,17580,Nhập khẩu Nhật,Rất tốt,771000000
Toyota,Yaris,2018,S,Xám,34449,Trong nước,Tốt,347000000
Toyota,Vios,2024,MT,Trắng,1495,Nhập khẩu Nhật,Mới,886000000
Mazda,CX-5,2019,Premium,Trắng,26996,Trong nước,Trung bình,577000000
Mitsubishi,Xforce,2014,LUX,Cam,125828,Nhập khẩu Nhật,Trung bình,403000000
Hyundai,Accent,2013,AT,Đỏ,66628,Trong nước,Trung bình,213000000
Mercedes-Benz,GLS,2021,S,Đỏ,23960,Nhập khẩu,Trung bình,5660000000
Mazda,CX-30,2023,S,Xanh,7269,Nhập khẩu Mỹ,Rất tốt,1218000000
Ford,Focus,2020,AT,Ghi,23738,Trong nước,Trung bình,345000000
BMW,X7,2021,MT,Đỏ,17507,Trong nước,Tốt,6416000000
Ford,Ranger,2021,MT,Nâu,75954,Nhập khẩu Nhật,Trung bình,617000000
Toyota,Camry,2016,2.0G,Ghi,138512,Trong nước,Trung bình,433000000
Ford,Focus,2014,S,Xám,24819,Trong nước,Trung bình,393000000
Toyota,Land Cruiser Prado,2020,MT,Bạc,26721,Nhập khẩu Nhật,Tốt,3287000000
Nissan,X-Trail,2015,AT,Đen,34023,Trong nước,Trung bình,672000000
Mazda,Mazda3,2017,Premium,Nâu,49092,Nhập khẩu,Tốt,482000000
Hyundai,Elantra,2022,LUX,Ghi,34320,Trong nước,Tốt,727000000
Toyota,Yaris,2025,MT,Ghi,5248,Nhập khẩu Nhật,Mới,778000000
Mazda,BT-50,2012,LUX,Trắng,42373,Nhập khẩu Nhật,Tốt,733000000
Honda,Jazz,2020,AT,Trắng,15360,Trong nước,Tốt,554000000
Hyundai,Ioniq 5,2024,AT,Đỏ,11277,Nhập khẩu,Mới,2486000000
Suzuki,Crossover,2016,AT,Đen,73874,Nhập khẩu Nhật,Trung bình,402000000
Mitsubishi,Attrage,2021,LUX,Trắng,24518,Nhập khẩu Nhật,Trung bình,397000000
Hyundai,Elantra,2024,LUX,Ghi,1716,Nhập khẩu,Mới,856000000
Audi,Q5,2019,MT,Xám,30459,Trong nước,Trung bình,1970000000
Toyota,Fortuner,2018,SR5,Trắng,137168,Trong nước,Trung bình,522000000
Hyundai,Ioniq 5,2026,LUX,Trắng,5139,Nhập khẩu Nhật,Mới,1780000000
Kia,K5,2019,MT,Đỏ,34455,Trong nước,Trung bình,619000000
Toyota,Land Cruiser Prado,2024,MT,Bạc,5158,Trong nước,Mới,3160000000
Hyundai,Accent,2016,SE,Trắng,103024,Trong nước,Trung bình,228000000
Toyota,Vios,2023,G,Đỏ,10819,Nhập khẩu,Rất tốt,601000000
Toyota,Hilux,2015,S,Bạc,30828,Trong nước,Trung bình,608000000
Ford,EcoSport,2023,LUX,Đen,17310,Nhập khẩu Mỹ,Rất tốt,577000000
Suzuki,Crossover,2013,AT,Trắng,80182,Nhập khẩu Mỹ,Trung bình,355000000
Mazda,CX-30,2022,LUX,Bạc,22462,Trong nước,Rất tốt,865000000
Lexus,LX,2012,S,Vàng,137533,Trong nước,Trung bình,3151000000
Honda,City,2026,RS,Nâu,3247,Trong nước,Mới,666000000
Mazda,MX-5,2025,AT,Trắng,548,Nhập khẩu,Mới,3002000000
Ford,Explorer,2026,AT,Xám,22248,Nhập khẩu Úc,Rất tốt,1794000000
Toyota,Fortuner,2018,SR5,Xám,36696,Trong nước,Trung bình,847000000
Nissan,Kicks,2020,LUX,Bạc,32452,Trong nước,Trung bình,459000000
Mazda,MX-5,2020,S,Trắng,35243,Nhập khẩu Nhật,Trung bình,1762000000
Toyota,Innova,2016,E,Nâu,63493,Nhập khẩu Nhật,Trung bình,398000000
Ford,Explorer,2016,AT,Đỏ,32635,Trong nước,Rất tốt,1023000000
Mitsubishi,Triton,2019,S,Trắng,68469,Nhập khẩu Úc,Tốt,923000000
Chevrolet,Cruze,2017,S,Trắng,109560,Trong nước,Trung bình,304000000
Mazda,CX-30,2019,LUX,Đen,45595,Nhập khẩu Úc,Tốt,490000000
Ford,Territory,2013,AT,Bạc,56878,Nhập khẩu Úc,Tốt,812000000
Honda,Civic,2020,RS,Trắng,12782,Nhập khẩu Úc,Trung bình,680000000
Mazda,CX-8,2021,MT,Bạc,12016,Trong nước,Trung bình,1179000000
Lexus,RX,2018,S,Bạc,30764,Nhập khẩu,Tốt,3379000000
Suzuki,Ciaz,2018,S,Bạc,29147,Trong nước,Tốt,380000000
Hyundai,Santa Fe,2012,S,Xanh,188942,Nhập khẩu,Trung bình,485000000
Kia,Seltos,2026,Premium,Đen,10715,Nhập khẩu Nhật,Mới,1377000000
Mitsubishi,Xforce,2014,LUX,Trắng,79322,Trong nước,Tốt,290000000
Ford,Mustang,2025,LUX,Bạc,5103,Trong nước,Mới,4074000000
Nissan,Leaf,2017,S,Trắng,30073,Trong nước,Tốt,938000000
Honda,CR-V,2015,L,Trắng,231072,Trong nước,Trung bình,305000000
Ford,Ranger,2024,LUX,Nâu,3290,Trong nước,Mới,1333000000
Honda,Accord,2024,LUX,Xám,791,Trong nước,Mới,1140000000
Mazda,MX-5,2012,LUX,Đỏ,57445,Trong nước,Tốt,1560000000
Toyota,Fortuner,2020,Legender,Xám,57643,Nhập khẩu,Tốt,1115000000
Kia,Morning,2018,AT,Trắng,97951,Nhập khẩu Úc,Trung bình,194000000
Toyota,Corolla Altis,2014,LUX,Trắng,20606,Trong nước,Tốt,482000000
Kia,Sonet,2014,MT,Cam,139578,Nhập khẩu Nhật,Trung bình,250000000
Mazda,CX-30,2014,LUX,Đen,37421,Trong nước,Tốt,286000000
Kia,Sorento,2020,S,Bạc,10914,Nhập khẩu Nhật,Tốt,1280000000
Suzuki,Swift,2023,MT,Xám,31354,Nhập khẩu,Tốt,589000000
Mitsubishi,Outlander,2017,MT,Trắng,129676,Nhập khẩu Nhật,Trung bình,462000000
Land Rover,Range Rover Evoque,2015,S,Trắng,69880,Nhập khẩu Úc,Tốt,4692000000
Toyota,Fortuner,2012,MT,Cam,66988,Nhập khẩu Nhật,Trung bình,833000000
Toyota,Corolla Cross,2012,S,Đen,112250,Nhập khẩu Nhật,Trung bình,401000000
Toyota,Camry,2013,2.5G,Vàng,104877,Trong nước,Trung bình,395000000
Mitsubishi,Pajero Sport,2021,LUX,Trắng,60789,Trong nước,Trung bình,1055000000
Honda,Accord,2016,S,Bạc,64254,Nhập khẩu Úc,Trung bình,715000000
Peugeot,3008,2026,MT,Bạc,24017,Nhập khẩu Nhật,Rất tốt,1216000000
Nissan,Leaf,2012,AT,Bạc,250000,Nhập khẩu,Trung bình,481000000
Hyundai,Tucson,2023,AT,Xanh,6734,Trong nước,Rất tốt,891000000
Mitsubishi,Attrage,2015,LUX,Bạc,124174,Nhập khẩu Nhật,Trung bình,213000000
Mazda,MX-5,2023,AT,Trắng,14699,Nhập khẩu Úc,Rất tốt,2862000000
Hyundai,Elantra,2014,MT,Trắng,46967,Trong nước,Tốt,384000000
Lexus,RX,2014,MT,Xám,72223,Trong nước,Tốt,2306000000
Lexus,LX,2018,LUX,Đen,17188,Nhập khẩu Mỹ,Trung bình,5981000000
Toyota,Corolla Altis,2012,LUX,Cam,58838,Trong nước,Tốt,495000000
Toyota,Innova,2021,E,Đen,57083,Nhập khẩu Nhật,Tốt,942000000
Kia,Cerato,2015,MT,Bạc,33206,Trong nước,Trung bình,406000000
Chevrolet,Cruze,2021,LUX,Đen,22783,Nhập khẩu Úc,Tốt,587000000
Mazda,CX-30,2026,S,Trắng,19633,Nhập khẩu Nhật,Rất tốt,1245000000
Kia,Sonet,2012,AT,Nâu,50778,Nhập khẩu,Tốt,283000000
Toyota,Corolla Cross,2022,AT,Bạc,11212,Nhập khẩu Úc,Rất tốt,738000000
Chevrolet,Trailblazer,2019,MT,Đen,37069,Nhập khẩu,Trung bình,781000000
Hyundai,Tucson,2016,S,Trắng,60305,Trong nước,Trung bình,529000000
Hyundai,Tucson,2022,LUX,Đen,18995,Trong nước,Rất tốt,749000000
Mercedes-Benz,E-Class,2016,MT,Xám,108709,Trong nước,Trung bình,1349000000
Honda,HR-V,2014,AT,Đen,53091,Trong nước,Trung bình,431000000
Nissan,Almera,2018,S,Nâu,79634,Trong nước,Tốt,359000000
Toyota,Innova,2020,V,Trắng,27548,Nhập khẩu Nhật,Rất tốt,897000000
Peugeot,508,2015,LUX,Xám,42726,Nhập khẩu Úc,Tốt,1149000000
Kia,Seltos,2025,Premium,Trắng,7509,Nhập khẩu Mỹ,Mới,1315000000
Nissan,Navara,2012,AT,Xanh,89567,Nhập khẩu Nhật,Tốt,615000000
Hyundai,Stargazer,2022,S,Bạc,16431,Nhập khẩu Nhật,Rất tốt,597000000
Honda,CR-V,2024,G,Đen,407,Nhập khẩu,Mới,1648000000
Toyota,Wigo,2022,LUX,Trắng,7606,Trong nước,Rất tốt,350000000
Suzuki,Crossover,2019,S,Bạc,27763,Nhập khẩu Mỹ,Tốt,586000000
Hyundai,Santa Fe,2016,S,Trắng,38268,Nhập khẩu Nhật,Tốt,966000000
Toyota,Yaris,2021,MT,Xám,35738,Nhập khẩu Úc,Tốt,479000000
Nissan,Navara,2018,S,Đỏ,15703,Nhập khẩu,Trung bình,417000000
Ford,EcoSport,2022,S,Nâu,24729,Nhập khẩu Úc,Rất tốt,482000000
Honda,Civic,2023,MT,Đen,9316,Trong nước,Rất tốt,802000000
Toyota,Innova,2024,V,Xám,2597,Trong nước,Mới,965000000
Chevrolet,Captiva,2015,LUX,Bạc,61282,Nhập khẩu Úc,Trung bình,342000000
Honda,City,2013,AT,Trắng,33378,Nhập khẩu Mỹ,Trung bình,303000000
Suzuki,Ciaz,2017,S,Bạc,138703,Trong nước,Trung bình,202000000
Ford,Everest,2016,AT,Xám,24907,Trong nước,Rất tốt,1260000000
Toyota,Raize,2025,AT,Xám,4113,Trong nước,Mới,494000000
Peugeot,3008,2017,MT,Trắng,124130,Nhập khẩu Nhật,Trung bình,476000000
Toyota,Corolla Cross,2017,MT,Bạc,72618,Nhập khẩu,Tốt,450000000
Toyota,Veloz,2014,S,Bạc,39017,Nhập khẩu Mỹ,Trung bình,245000000
Honda,Civic,2020,RS,Xám,22558,Nhập khẩu Mỹ,Tốt,844000000
Toyota,Hilux,2013,MT,Đen,87459,Trong nước,Trung bình,429000000
Ford,Territory,2020,LUX,Trắng,93297,Nhập khẩu Úc,Tốt,876000000
Ford,EcoSport,2014,AT,Xám,142992,Trong nước,Trung bình,200000000
Mitsubishi,Triton,2022,AT,Trắng,10868,Nhập khẩu Nhật,Rất tốt,814000000
Honda,City,2020,RS,Xám,155332,Nhập khẩu,Trung bình,230000000
Toyota,Yaris,2012,AT,Nâu,20193,Nhập khẩu,Tốt,482000000
Ford,Everest,2012,S,Đen,21541,Nhập khẩu Mỹ,Trung bình,1036000000
Hyundai,Kona,2013,AT,Xám,115500,Trong nước,Trung bình,236000000
Hyundai,Stargazer,2013,S,Trắng,32235,Trong nước,Tốt,446000000
Toyota,Camry,2017,2.0G,Trắng,23448,Trong nước,Tốt,655000000
Honda,Jazz,2023,MT,Bạc,8789,Nhập khẩu,Rất tốt,692000000
Toyota,Wigo,2023,LUX,Đen,12774,Nhập khẩu Úc,Rất tốt,350000000
Hyundai,Accent,2016,AT,Đen,92128,Nhập khẩu Nhật,Trung bình,250000000
Toyota,Vios,2023,G,Xám,18706,Nhập khẩu Úc,Rất tốt,420000000
Toyota,Wigo,2018,MT,Cam,25309,Nhập khẩu,Tốt,369000000
Hyundai,Ioniq 5,2012,LUX,Trắng,58484,Nhập khẩu Úc,Trung bình,1001000000
Kia,Carnival,2018,AT,Xám,114050,Nhập khẩu,Trung bình,775000000
Mitsubishi,Attrage,2016,MT,Xanh,112809,Nhập khẩu Nhật,Trung bình,233000000
Honda,Civic,2019,MT,Trắng,29833,Nhập khẩu Mỹ,Tốt,772000000
Kia,EV6,2023,AT,Bạc,61450,Trong nước,Trung bình,1524000000
Toyota,Corolla Altis,2019,S,Trắng,61858,Nhập khẩu,Trung bình,460000000
Kia,Sonet,2013,S,Nâu,23546,Nhập khẩu Nhật,Trung bình,276000000
Honda,HR-V,2022,LUX,Xanh,5501,Trong nước,Rất tốt,640000000
Hyundai,Accent,2023,SE,Ghi,7581,Nhập khẩu Nhật,Rất tốt,409000000
Nissan,Leaf,2022,AT,Trắng,23219,Trong nước,Rất tốt,1311000000
Mitsubishi,Xpander,2020,AT,Trắng,14669,Nhập khẩu Nhật,Tốt,734000000
Lexus,RX,2016,MT,Trắng,59401,Trong nước,Tốt,1892000000
Toyota,Wigo,2022,S,Nâu,6370,Nhập khẩu,Rất tốt,295000000
Mercedes-Benz,C-Class,2014,AT,Bạc,159527,Trong nước,Trung bình,892000000
Honda,City,2023,MT,Xanh,10901,Trong nước,Rất tốt,450000000
Kia,Cerato,2018,MT,Đen,105721,Nhập khẩu Nhật,Trung bình,312000000
Chevrolet,Captiva,2017,LUX,Trắng,179398,Nhập khẩu Mỹ,Trung bình,334000000
Toyota,Raize,2012,LUX,Trắng,20338,Nhập khẩu,Trung bình,258000000
Honda,CR-V,2019,RX,Đỏ,38707,Trong nước,Tốt,826000000
Honda,Accord,2015,AT,Trắng,21373,Trong nước,Tốt,689000000
Mazda,Mazda6,2012,AT,Đỏ,151643,Nhập khẩu Nhật,Trung bình,398000000
Ford,Ranger,2014,MT,Trắng,60186,Trong nước,Tốt,896000000
Hyundai,Tucson,2026,AT,Trắng,545,Nhập khẩu Nhật,Mới,1286000000
Hyundai,Palisade,2017,MT,Ghi,26426,Nhập khẩu Úc,Rất tốt,1449000000
Honda,Jazz,2016,MT,Xám,46604,Trong nước,Trung bình,415000000
Hyundai,Accent,2018,AT,Bạc,122058,Trong nước,Trung bình,208000000
Toyota,Wigo,2021,MT,Ghi,37154,Trong nước,Rất tốt,371000000
Kia,K5,2023,AT,Xám,33308,Nhập khẩu Nhật,Tốt,855000000
Toyota,Corolla Altis,2022,AT,Bạc,11389,Nhập khẩu Nhật,Rất tốt,814000000
Kia,Cerato,2014,LUX,Bạc,22429,Nhập khẩu,Tốt,497000000
Kia,Sportage,2014,S,Trắng,221407,Trong nước,Trung bình,301000000
Kia,Carnival,2015,S,Trắng,20952,Nhập khẩu Mỹ,Rất tốt,890000000
Hyundai,Kona,2019,LUX,Xanh,127093,Nhập khẩu Nhật,Trung bình,399000000
Mitsubishi,Outlander,2022,LUX,Xám,11439,Trong nước,Rất tốt,1017000000
Hyundai,Santa Fe,2018,S,Trắng,15385,Nhập khẩu Nhật,Tốt,1005000000
